#flickr_photo_id	category	beauty_scores	downloaded
2150062942	nature	3,3,3,4,3	True
4176075327	nature	2,3,5,4,4,4,1,1,5,1	True
8152944404	people	4,4,5,4,5	True
5856750072	urban	3,3,4,4,3	True
5176065142	urban	4,4,5,4,4,4,5,4,3,5	True
617394280	nature	3,3,4,3,4	True
6900640931	nature	3,3,3,3,5	False
8035951185	nature	3,3,4,4,4	True
6181157479	nature	4,3,3,3,2	True
6986967626	nature	5,3,4,3,4	True
5404312074	people	3,3,3,3,3,3,3,3,3,3	True
7173535357	people	2,2,2,2,2	True
3501176681	nature	2,4,4,2,3	True
4132663175	urban	3,3,3,3,3	True
5431050474	people	3,3,3,4,3	True
3929646644	nature	4,3,4,4,3	True
5938019595	animals	4,3,4,4,4	True
147950641	animals	3,3,3,3,3,3,3,3,3,4	True
5381970302	nature	4,3,4,3,3	True
6566530921	people	4,3,3,3,3	True
5916875840	people	4,4,4,4,3	True
3375627860	urban	3,3,3,4,3	True
6163752068	animals	4,3,4,4,4	True
4567260728	urban	3,3,3,3,3	True
5427588654	urban	4,3,3,3,3	True
5292683061	urban	3,4,4,3,3	True
4022933540	nature	3,3,3,3,3	True
22412729	people	3,4,3,4,5	True
7837306738	animals	4,4,4,4,4	True
7920906350	nature	4,3,4,4,4	True
3935745762	people	4,4,4,3,3	True
6145277879	animals	4,3,4,4,4,4,3,4,5,5	True
5299475856	nature	3,3,3,3,3	True
4955360193	animals	4,3,4,4,3,3,3,3,4,4	True
3708657552	nature	5,4,4,4,4,4,4,4,3,3,5,5,4,4,4	True
6866999006	people	3,3,3,3,3,3,3,3,4,3	True
6101039949	urban	3,4,3,3,3	True
3206913459	people	4,4,5,5,4	True
270891582	nature	3,4,4,4,3,3,3,3,3,3	True
3968570948	nature	3,4,4,3,4,4,4,4,3,3	True
2695574268	nature	3,4,4,3,4	True
8501548403	people	4,4,3,4,4	True
7549861774	urban	3,2,2,3,2	True
2316515687	nature	4,4,3,4,4	True
3685998412	animals	4,5,4,4,5,5	True
6976747066	urban	4,4,4,3,3	True
5786562473	urban	4,3,4,4,3,3	True
5503230420	people	3,3,3,3,4	True
7183124013	urban	4,3,3,4,3	True
6086549325	people	4,4,4,3,3	True
3597245880	people	3,3,3,3,3	True
8313382065	people	2,4,4,3,2,3,4,2,3,3	True
5322735081	urban	5,4,5,5,4,4,4	True
4197903211	nature	3,3,3,3,3	True
8123471319	nature	5,3,5,3,3,4,4,5,5,5,3,5,5,4,4	True
5949188051	urban	2,2,2,2,2	True
5436178945	nature	4,4,3,3,4	True
5963782255	animals	4,4,5,4,4,4,4,3,4,5	True
5554585920	animals	5,5,5,4,4	True
5351940424	animals	3,4,4,4,5	True
3676048099	animals	4,4,4,3,3	True
7235632264	people	2,2,2,2,2	True
5351229928	people	3,3,3,3,3	True
4274272461	urban	3,4,4,3,4	True
494059057	people	3,2,3,4,4	True
6903422852	nature	3,3,3,4,4	True
2908750431	urban	3,3,3,3,4	True
1147029586	nature	4,4,2,3,3	True
126509990	animals	3,3,3,2,3,3	True
3415154223	animals	4,3,3,3,3	True
4463278677	urban	4,2,3,3,4,3	True
8026712898	nature	4,3,4,3,3	True
3189771450	animals	3,4,3,3,3,3,3,3,3,4	True
5969791519	urban	3,3,3,3,3	True
3579996242	animals	3,3,3,3,4	True
7994110532	people	4,3,4,4,3	True
5287988668	urban	2,3,4,3,3	True
4548759929	animals	4,3,4,3,3	True
6256050082	animals	4,3,3,4,4	True
35769005	nature	3,3,3,4,3,3,3,4,4,3	True
7522155270	people	5,5,4,4,5	True
6189841456	animals	4,3,4,3,3	True
7340411	animals	4,4,3,3,3,3,3,4,3,3	True
4943609306	nature	3,3,4,3,4	True
8155322757	nature	3,3,3,2,3	True
2801071835	nature	2,3,3,3,3	True
5024072585	animals	4,4,4,4,3	True
3367215684	nature	3,3,3,3,3	True
6039304438	people	3,3,3,3,3	True
148771151	animals	4,4,5,3,4,3,3,4,4,4	True
7187615943	urban	3,3,3,4,3,3,4,3,3,3	True
1417339255	nature	4,3,3,3,3	True
3287881998	nature	5,3,4,4,3	True
7932891184	nature	3,3,3,2,2	True
6392658271	people	3,4,4,4,3	True
8181129093	people	5,3,4,4,3	True
4673958530	animals	4,4,4,4,4	True
3754811880	nature	3,2,3,2,3	True
4409176808	nature	3,3,3,3,3,4,2,3,3,3	True
1527155736	nature	3,3,3,4,3	True
2384478345	animals	4,4,4,4,4	True
6934008906	people	5,3,4,4,3	True
7473769978	urban	3,3,2,5,3,4	True
8086562485	people	4,4,3,4,4	True
6811881921	urban	4,4,5,5,5,5,4,5,4,4,4	True
515889466	nature	2,2,2,2,2,2,2,2,2,2	True
2466634232	people	3,3,3,3,3,3,3,3,4,3	True
2127013985	nature	3,4,3,4,4	True
5481480425	people	2,2,2,2,3	True
6232017429	animals	3,4,5,3,4,4,4,3,3,4	True
7877549612	people	4,3,5,3,3	True
351176568	urban	4,3,4,3,3	True
6927472693	nature	4,2,3,3,3	True
7117723993	people	3,3,3,3,2	True
6337663345	nature	3,3,3,3,3	True
4688790209	nature	2,2,2,2,3	True
4961821549	nature	3,3,2,3,3	True
4969957439	nature	3,3,3,3,3	True
779731595	urban	3,3,4,3,3	False
5381687922	nature	3,3,4,3,4	True
7062991333	nature	3,3,3,3,3	True
4085733067	nature	4,4,3,3,3	True
7746612288	animals	3,2,3,2,3,3	True
7563129630	people	4,4,4,3,4	True
3751402986	urban	3,4,3,3,5,2,3,3,3,4	True
39281386	nature	3,3,3,2,4,3,3,3,3,3	True
7969277370	urban	3,3,3,3,3,3,3,3,3,3	True
4970681991	nature	3,2,2,2,3	True
2722353070	people	4,4,4,3,4	True
3478318349	people	3,4,4,4,4	True
2548545238	nature	4,3,5,3,3	True
8483917052	people	3,3,3,4,5	True
6142427579	nature	3,3,3,3,3	True
3964851604	urban	3,3,3,2,3	True
5057927639	urban	3,3,3,3,3	True
4510206185	animals	4,4,4,5,3	False
4610893925	people	3,3,4,3,4	True
5208532605	urban	2,4,5,4,4,1,1,5,5,4	True
8069925295	people	4,3,4,4,4	True
6382679681	nature	3,3,3,3,3	True
10445544	urban	3,3,3,3,3,4,3,3,3,4	True
6783228083	people	3,3,3,4,4	True
5049256137	urban	4,5,5,4,4	True
6311965305	nature	3,4,3,3,3	True
3338170166	people	4,4,4,3,3	True
8063373614	urban	3,4,2,3,3	True
2931280663	nature	3,3,3,3,4,3,3,3,3,4	True
6982302493	people	4,3,3,4,3	True
5871384792	animals	3,2,2,2,2	True
4142836106	animals	4,3,5,4,4	True
7250975178	people	2,2,2,1,3	True
141809526	urban	3,3,3,3,3	True
5970969019	urban	3,3,3,3,3	True
8243614715	urban	3,3,3,3,3	True
199745615	urban	4,3,3,4,3	True
6982851585	people	3,3,3,3,3	True
2055499151	nature	3,3,4,4,3	True
3777417916	animals	4,4,5,4,4	True
2654873676	urban	4,3,3,3,4	True
1907944597	animals	5,5,4,4,3	True
7316099766	urban	3,3,3,3,3	True
7815640680	animals	3,3,3,3,3	True
63529070	urban	3,3,2,3,2,2	True
6943235775	nature	4,3,3,4,3	True
2390510954	animals	3,3,3,4,3,3	True
5705443946	people	4,3,3,3,3	True
1361530486	nature	3,3,3,3,4	True
3012057424	animals	3,4,3,3,3	True
7805788840	nature	3,4,4,4,4	False
6917251026	people	4,4,5,4,4	True
6685235701	urban	3,4,3,2,3	True
3447472566	nature	3,3,3,3,3	True
4315117023	nature	4,3,5,5,5	True
4196240547	urban	4,2,3,4,3	True
77204586	nature	3,3,3,3,3	True
537754895	animals	3,3,3,3,4	True
6038881753	people	3,3,3,3,3	True
8432019276	nature	4,3,2,4,4	True
5219956034	urban	3,3,3,3,2	True
15975916	people	2,2,3,3,3,3,2,3,2,2	True
7829551238	nature	3,4,3,3,3	True
6887737714	animals	4,3,3,4,3	True
4146974494	urban	4,5,3,5,4	True
5921182860	nature	4,3,4,3,3	True
4656707004	people	3,4,3,4,4	True
4272681463	nature	3,4,4,3,3	True
3586182951	animals	4,3,4,4,5	True
3585290483	nature	3,2,3,3,3	False
4215256817	urban	3,3,3,3,3	True
7023443087	urban	3,3,3,4,3,3,3,3,3,3,4	False
2615648289	urban	3,4,4,4,4	True
3477451900	urban	3,3,3,4,3,3	True
4704138203	animals	4,4,5,4,3	True
7525640086	urban	3,2,3,4,4,4	True
2646584912	nature	3,4,4,3,3,4,4,5,4,3	True
4891632313	animals	3,3,3,3,3,3,3,4,3,3,3	True
2323561760	people	4,4,4,4,3	True
3590886325	animals	5,5,4,3,5	True
54890460	urban	2,3,3,3,3,3	True
4081036390	nature	3,4,3,5,3	True
3043725239	urban	3,3,3,3,3	True
5922421521	people	3,3,3,3,3	True
7083520869	nature	3,3,3,2,3	True
1118039845	animals	3,3,3,4,3	True
4993073210	people	3,3,3,4,3	True
63098401	nature	3,4,4,3,3	True
3148616588	urban	3,3,3,4,4	True
2644522266	animals	3,3,3,4,5	True
6039796653	animals	3,3,3,2,4	True
5383497264	urban	4,4,5,4,5,4	False
2705638602	animals	4,4,3,5,5	True
4301015022	nature	3,4,3,3,3	True
8430862389	animals	4,5,5,5,5	True
7477047150	people	4,4,4,4,5	True
7869666412	people	4,3,3,3,4	True
5527478515	urban	4,4,5,4,3	True
183045168	nature	3,4,3,3,4	True
6731190303	urban	3,3,4,3,3	True
5802331431	nature	2,5,3,3,3	True
6834104888	nature	3,3,3,2,3,3	True
7862381272	nature	3,3,3,3,3	True
3015795490	urban	3,3,3,3,3	True
3019939782	nature	3,3,3,3,4,3,3,4,3,4	True
5462226045	urban	4,3,4,5,4,4,4,3,4,4	True
5352883333	urban	5,4,4,5,3,4,4,4,3,4	True
7390248942	urban	3,4,3,3,3	True
8197696184	animals	4,3,5,3,4,4,4	True
2200581990	urban	4,3,3,3,3	True
343167590	nature	5,5,5,3,5,1,5,5,5,1	True
7682333686	nature	3,2,3,3,2	True
2258547835	nature	3,3,4,3,4,4,3,3,3,4,3,4,3,3,3	True
7000597748	urban	3,3,3,4,4	True
8317392009	urban	3,3,3,3,4,3	False
4369464384	animals	3,3,3,3,3,3	True
6821789513	animals	5,5,5,5,5	True
96673752	animals	3,4,5,2,3,4	True
6656759343	urban	2,3,3,4,4	True
3097108745	nature	3,3,2,3,5,2,2,2,4,4	True
5487847236	urban	3,4,4,5,4,4,3,3,3,3,3	True
5365683322	nature	4,3,3,4,3,4,3,3,4,4	False
4792421986	urban	4,4,4,4,3	True
3353558421	nature	3,3,3,4,3	True
2089241032	urban	4,4,5,4,4	True
513537698	animals	4,4,4,4,4	True
7053182355	animals	4,4,4,4,4	True
8365921905	people	4,4,4,5,3	True
3413592125	people	3,3,3,2,3	True
6051275230	nature	3,3,3,3,4,4,4,3,3,4	False
8326144391	nature	4,4,5,3,5,5,4,3,5,4	True
5146853003	animals	4,5,4,4,4	True
5972327106	animals	3,3,4,2,4	True
4821511245	animals	4,5,4,4,3	True
4125645478	people	2,2,3,2,2	True
6772983966	urban	3,3,3,4,3,3	True
8082772233	animals	4,4,4,3,4	True
7635175472	urban	4,3,4,4,4,4,3,4,4,3,4	True
7657499878	people	3,3,3,3,3,3,3,3,3,3	True
4908458465	urban	4,3,4,5,5	True
4591506570	nature	3,3,2,3,3	True
4983323227	urban	3,3,3,3,4	True
1253295088	animals	2,3,3,2,2,2	True
3719550174	people	3,4,4,4,4,4,4,4,4,4	True
5387244665	nature	3,3,3,3,3	True
6887452255	people	3,3,3,3,3	True
4943136749	urban	3,3,3,3,3	True
2641575923	animals	3,3,3,3,3	True
6062625947	animals	3,4,4,4,2,3,4,4,3,3	True
319540952	animals	3,3,3,3,3	True
7866673858	animals	3,3,3,3,3,3,3	True
5341562695	people	3,4,4,4,4,4,4,4,5,4	True
8225358927	nature	3,3,3,3,3	True
3100177074	nature	3,4,3,3,3	True
2250263137	people	2,2,2,2,2	True
2715574134	animals	3,3,4,3,4,3	False
4574299329	animals	3,3,3,4,2,2	True
2478396682	nature	4,5,4,3,3	True
5656445995	animals	4,5,4,5,4	True
5483865380	animals	3,3,3,3,3	True
8272709830	urban	4,3,4,3,3,5,3,4,3,4	True
4070979574	nature	2,3,2,2,3	True
3468717396	animals	5,4,4,4,3	True
954037067	nature	3,3,3,3,3	True
4277689378	animals	4,3,5,4,4,5,4	True
3776461882	people	5,5,4,4,3	True
5689089914	nature	3,3,3,3,3	True
7307460534	people	4,4,4,4,4	True
7346813900	people	3,3,3,3,4	True
6999960716	nature	3,3,3,5,4,5,3,4,3,4	True
5450601450	urban	5,3,2,3,4,3,4,4,3,2	True
5188350865	nature	3,3,3,3,3	True
6000273791	urban	4,4,5,4,4	True
4539578780	animals	3,4,4,4,4	True
34817031	urban	3,4,4,4,3	True
2695061798	people	2,3,3,3,3	True
3334945197	nature	3,4,5,2,4	True
6273190854	people	3,3,3,3,3	True
4808353089	animals	3,3,3,3,3,3,3,3,3,3,3	True
6388453479	animals	3,3,3,3,3	True
8037238470	nature	2,3,3,3,3,3,3,3,3,3	True
4014072416	nature	3,3,3,3,4	True
4277075066	urban	4,5,5,5,5,5,5,5,5,5	True
4648326084	nature	2,3,2,2,3	True
1429656242	people	4,4,3,4,4	True
5048717114	people	3,3,4,3,4	True
6071619574	people	5,5,5,5,5	True
6864451482	animals	3,3,2,3,3	True
5848100129	nature	3,3,3,3,4	True
8346545798	animals	3,4,3,4,3,4,3	True
7567719470	nature	2,4,2,1,2,5,4,4,1,2	True
3781362117	urban	3,3,4,3,1,4	True
3564321448	nature	3,3,3,3,3	True
1540223057	urban	3,4,3,3,3	True
8244609826	nature	2,2,2,2,2,3,2,3,2,2,2,2,4,2,2	True
7673337672	animals	4,4,5,4,3,5,4,4,4,4,4	True
4000463997	nature	3,3,3,4,4,4,4,4,3,3	True
144072834	animals	3,3,3,3,3	True
7838218238	urban	3,3,3,4,3	True
2309916202	nature	3,4,3,3,3	True
6490390583	urban	3,2,3,3,3	True
5639076986	nature	3,3,4,3,4	True
6307476495	urban	4,3,3,3,3	True
4234929054	nature	4,3,3,4,5,4	True
494059827	people	4,4,3,4,4	True
2413057204	animals	5,4,5,4,5,5,4,4,4,5,5	True
8208574271	urban	3,4,3,3,3,3,3,3,3,3,3	True
112909824	nature	3,3,3,3,4,4,3,4,3,2	True
8469903388	people	2,3,3,3,4	True
4595264050	people	4,4,4,3,5	True
5112204010	people	5,4,5,4,4	True
1805615841	nature	3,3,3,4,3	True
7388528078	nature	4,3,3,4,3	True
434079258	animals	2,3,3,3,2	True
6171927833	people	4,3,3,4,3	True
2411953130	people	3,3,3,3,3	True
4525271413	nature	3,3,3,3,2	True
5786223890	nature	3,2,2,2,2	True
2707475985	nature	3,3,3,3,3	True
6474316955	urban	3,3,3,3,3	True
4073549168	nature	3,3,3,3,3	True
6209454208	animals	4,4,5,4,5	True
3052721125	animals	3,3,3,4,3	True
2514788818	people	3,3,3,2,2	True
7840287202	nature	3,3,3,3,3	True
7877157342	nature	3,4,4,4,4	True
4141351368	animals	3,3,3,3,3,3	True
46822616	nature	3,3,4,3,2	True
443052074	nature	3,3,3,3,3	True
2101433618	urban	3,2,3,3,3	True
8030695595	animals	3,4,3,3,3	True
8474269749	nature	2,2,2,3,2	True
3905510590	nature	3,3,3,3,4	True
5908688689	people	3,3,3,4,3	True
7384335414	nature	3,4,4,2,2	True
7863857580	urban	4,5,4,4,3,4	True
5377352222	people	2,3,3,2,2	True
8157259539	urban	3,3,3,3,3	True
2840619443	nature	2,4,4,4,4	True
5112350892	people	3,3,3,4,4	True
4978287129	people	3,3,3,3,2	True
5452431614	urban	3,3,3,3,3	True
1188311124	urban	3,3,3,3,2,2,3	True
65227810	people	3,3,2,3,3	True
4161630490	nature	3,3,3,3,3	True
2526088617	nature	3,3,4,3,3	True
4248006213	animals	2,2,2,3,2,2,4,3,3,3	True
5521708887	people	3,4,3,3,3	True
4080030563	animals	2,4,3,3,3	True
3766738708	nature	3,4,3,3,3	True
7990678419	animals	3,4,4,3,4,3,5	True
162232458	nature	3,3,3,4,3	True
1897597630	urban	4,4,2,4,4	True
399392315	nature	3,3,4,5,3,3,3,4,4,3	True
5580439475	urban	3,3,3,3,4,3	True
5404284130	urban	2,2,3,3,2	True
5069643588	urban	3,4,3,3,4	True
2575008871	urban	4,3,3,3,3	True
3229529590	nature	2,4,3,3,3	True
3417060122	nature	3,3,3,3,3	True
4673940652	people	4,2,4,4,3	False
6447813791	people	4,4,4,4,4	True
3063566547	urban	5,4,4,4,4,4,4,5,5,4	True
2423728293	nature	3,3,3,3,4	True
6275285863	nature	2,4,4,3,3	True
6816402853	urban	3,3,3,2,3,2,3,3,3,3,2	True
4193839526	urban	3,3,2,3,3	True
991802486	nature	3,4,3,3,3	True
6091152942	animals	3,3,2,3,3	True
2247415251	nature	3,4,4,4,4,4,4,4,4,3	True
3330521310	animals	3,2,3,3,3	True
2401094923	animals	2,3,2,2,2	False
7153417143	urban	3,2,3,3,2,4,2	True
4717467249	urban	3,3,3,4,3	True
7744691640	animals	3,4,3,4,4	True
6266576672	urban	3,2,2,2,3,2,2,3,2,2,3	True
1445985156	nature	4,4,4,3,4,4,4,3,4,4	True
144002360	animals	3,3,4,4,3,3	True
6942909542	animals	4,5,4,4,4	True
143973992	nature	4,3,3,4,4	True
5857682887	people	3,3,4,3,3	True
4163135046	urban	3,2,3,2,3	True
5969351544	nature	2,3,3,3,3	True
6046222486	people	4,4,3,3,3	True
630008218	nature	3,3,3,3,4,4,4,3,3,4	True
6337568879	nature	2,2,2,2,1	True
2618105663	people	3,3,3,2,3,3,3,3,2,2	True
5579947012	urban	4,3,3,3,3	True
6953057698	nature	2,5,4,1,4,3,2,2,2,2	True
7552924984	animals	3,4,4,3,3,4	False
5016227365	urban	3,3,3,3,3,3,3,3,3,3	True
7437945108	people	3,3,3,3,3	True
2358751472	animals	4,4,3,3,4	True
6848789182	animals	3,2,2,2,2	True
7199076946	people	4,3,3,3,4	True
4417716285	animals	3,3,3,3,3,3,4,3,3,3	True
6951616814	nature	4,3,3,4,3	True
2267704242	urban	3,3,3,3,3	True
2497635845	people	4,3,3,3,4	True
2516852425	urban	3,3,3,3,3	True
7462924386	nature	3,3,4,3,3	False
3452603293	nature	3,3,3,3,4	True
2667154926	nature	3,4,4,4,4	True
8127455861	people	4,3,3,3,3	True
4893433769	nature	3,3,4,2,3	True
7187297678	animals	4,4,3,3,3	False
1409068748	animals	3,4,3,3,3,3	True
376095841	people	3,3,3,3,3	True
8162628295	nature	3,4,4,2,3	True
524543530	nature	4,4,3,4,3,4,5,5,4,3	True
114627919	people	4,4,4,5,4	True
4316038515	urban	3,3,3,2,3,3,3,3,3,3	True
117555679	urban	3,3,3,3,3,3	True
2087100213	animals	3,5,3,3,3,3	True
1502768903	people	1,2,1,1,1	True
8109813002	nature	3,4,5,4,4	True
320107128	people	2,2,2,2,2	True
2691067001	nature	3,3,3,3,3	True
8373252391	urban	3,4,4,2,3	True
8200271873	people	3,3,3,3,3	True
5341084642	people	3,3,3,3,3,2,3,3,3,3	True
8403971560	urban	3,3,3,3,2	True
198517360	nature	3,3,4,4,2	True
5084374907	nature	3,4,3,3,3	True
4319292994	urban	3,3,3,3,3	True
2458372027	nature	3,3,4,3,4	True
430678969	animals	3,3,3,3,3,3	True
4885812800	urban	3,4,2,4,4	True
5346871247	people	2,3,3,2,2	True
8125183148	people	3,4,3,5,4	True
6810054865	urban	3,3,4,5,3	True
1020363098	people	2,3,3,3,4	True
1399114679	animals	2,2,3,2,4	True
3442428015	nature	3,3,5,4,3	True
5214217768	people	3,3,3,3,3	True
5460871107	urban	3,3,3,3,3,3,3,2,2,3	True
3528855757	animals	5,4,4,4,4,4,4	True
5960443038	people	2,2,2,2,2	True
8006717544	urban	3,3,3,3,3,3	True
3561557557	nature	4,4,4,3,5	True
6406307271	urban	4,5,3,4,4	True
579761138	animals	3,3,3,3,4	True
6918037903	people	3,3,4,4,4	True
3727797808	animals	4,4,2,4,4	True
2710768356	nature	3,3,3,3,3	True
7379579190	people	4,3,4,4,5	True
5721278601	nature	2,3,2,2,2	True
7735154514	animals	4,4,4,5,4	True
3535879220	nature	3,3,3,3,3	True
7476911570	people	4,4,3,4,3	True
1554666625	animals	3,3,4,3,3	True
5328693397	people	3,4,4,4,3	True
8497162109	urban	3,3,3,3,3	True
5425559472	urban	3,4,4,3,3,4,3,4,4,3	True
8240865763	animals	4,4,3,4,5	True
3318096347	people	2,2,2,3,2	True
4103104594	urban	4,4,5,4,5,5,4,4,4,4	True
4638283383	people	3,5,3,3,2	True
5484672276	nature	4,4,4,3,3	True
5969873800	urban	2,4,4,4,4	True
5087984300	nature	3,3,3,3,4	True
4808170872	nature	4,4,5,4,4	True
5936792536	people	4,4,4,4,4,4,4,4,3,4	True
5179163035	urban	4,4,4,3,3,2,3	True
5627550373	people	2,4,3,3,3	True
1383774333	animals	4,3,4,3,4	False
5151282654	people	3,3,3,2,4	True
645634360	nature	5,4,5,4,4	True
3351030648	animals	3,3,3,3,4,3	True
3741780996	urban	3,3,4,3,3,4,2	True
6460859771	urban	3,3,3,4,3,3,3,3,4,3,3,3	True
6982836011	animals	4,4,4,4,4,4,3,5,4,4	True
7439427324	urban	2,3,3,3,3	True
1204848819	nature	3,3,3,3,3,3,3,3,3,3	True
3365084242	people	3,3,3,3,3	True
3939304635	people	4,3,3,3,3	True
2550190869	nature	4,3,3,5,4	True
7296510374	animals	5,4,4,4,4	True
4523295017	nature	3,5,4,4,3,3,3,4,5,3	True
5403550431	nature	5,4,5,4,4	True
966221237	animals	4,4,4,4,3	True
2654424594	animals	3,4,4,3,3	False
5851572850	nature	3,3,3,3,3	True
800846687	nature	3,3,3,5,3	True
4118235735	nature	3,3,3,3,3	True
7815295878	animals	3,3,5,3,4,4	True
6192275186	urban	2,4,3,4,4	True
4676521262	animals	4,5,4,5,4	True
8483754857	urban	2,2,2,3,2,3	True
230641126	nature	4,4,3,5,4	True
5432896420	nature	4,4,4,4,3	True
5583612297	animals	3,3,3,3,4	True
7087455397	people	4,4,4,5,4	True
2343794564	nature	3,3,3,3,3	True
2836216725	people	4,2,2,1,3	True
63155120	nature	3,2,3,3,3	True
5591556278	nature	2,3,2,4,3	True
3644873912	animals	4,3,4,4,3,4,3,3,2,4,3	True
3631180339	animals	3,4,4,3,3,4	True
252924842	animals	3,4,4,5,4	True
4524580145	urban	4,4,4,5,4	True
4961055513	nature	3,2,5,3,5	True
6736249831	people	2,3,2,2,3,2,2,2,3,2	True
28216246	animals	3,3,3,3,3,2	True
179767060	nature	3,3,3,3,3	True
8201117438	people	4,4,4,3,3,3,3,3,4,3	False
6048600031	animals	4,5,5,3,5,5,4	False
502587682	nature	3,3,3,4,3	True
4645918131	animals	4,3,4,3,5,4,3,5,5,3	True
8306497938	people	3,3,3,3,3	True
6822005770	nature	3,3,3,5,5	True
4085691055	nature	2,4,4,2,5	True
6274247355	people	3,3,3,2,3	True
2344689317	urban	4,5,4,4,5	True
7501502000	people	4,3,3,4,4	True
2060710977	people	3,3,3,3,3	True
3273395338	nature	3,4,3,3,3	True
8262992322	animals	3,4,4,4,4	True
5295128329	animals	3,3,4,4,4,1,1,1,1,3	False
4951282970	urban	3,3,2,2,3,3,2	True
8327028212	people	5,4,5,4,3,5,4,4,3,3	True
5215724534	people	3,3,3,2,3	True
7223783652	nature	2,3,2,3,4,3,3,3,4,3	False
3264104085	animals	3,4,3,4,3	True
6967920914	nature	4,5,4,4,5	True
5512058612	urban	2,2,3,3,2	True
6619054603	people	4,4,3,3,3	True
4815490761	urban	4,3,3,3,3	True
3067241283	nature	3,4,4,3,5	True
3643148390	people	3,3,3,3,3,3,3,3,3,3	True
3327224829	people	5,3,3,3,4,3,3,3,3,3	False
7074721033	nature	4,3,4,3,5	True
3222035439	animals	3,3,3,3,3	True
3331519862	nature	3,3,3,3,3,3,3,4,4,2	True
2350197061	nature	2,3,4,3,3	True
6162789479	animals	2,3,2,3,2	True
7941371428	nature	3,4,3,3,3	False
8502933557	animals	3,3,4,3,3	True
2698857122	people	2,3,2,2,2,2,2,2,2,2	True
4559004485	nature	4,3,3,4,4,3,3,4,4,4	True
211075301	animals	3,3,3,3,3	True
4757600253	urban	3,3,3,3,4	True
3290566659	urban	4,3,4,4,3	True
3625938287	nature	4,3,4,4,2	True
4871866974	urban	4,4,4,4,3	True
2115228185	animals	4,4,4,3,4,4,3,5,5,4,4	True
6042148368	nature	3,3,3,3,3	True
4794147031	urban	4,3,2,4,3	True
3927931023	nature	3,3,3,4,3	True
949332789	nature	3,3,2,2,3	True
